acc_fold_0,acc_fold_1,acc_fold_2,acc_fold_3,acc_fold_4,acc_fold_5,acc_fold_6,acc_fold_7,acc_fold_8,acc_fold_9,time_fold_0,time_fold_1,time_fold_2,time_fold_3,time_fold_4,time_fold_5,time_fold_6,time_fold_7,time_fold_8,time_fold_9,mean_exec_time,sd_exec_time,mean_accuracie,sd_accuracie,mean_kappa,sd_kappa,mean_balanced_accuracie,sd_balanced_accuracie,mean_macro_precision,sd_macro_precision,mean_macro_recall,sd_macro_recall,n_neighbors,weights,metric,voting
0.9093,0.918,0.9284,0.9072,0.9339,0.9153,0.918,0.9339,0.9125,0.9468,1.8833,0.6421,0.7979,0.6787,0.7441,0.7548,0.7438,0.6659,0.6505,0.7293,0.829,0.3548,0.9223,0.0122,0.278,0.0808,0.6883,0.1098,0.5425,0.1414,0.6883,0.1098,7,uniform,euclidean,inverse_distance
0.9093,0.9233,0.9125,0.9045,0.9286,0.9074,0.9233,0.9312,0.8992,0.9388,1.7696,0.6709,0.727,0.6755,0.7503,0.7126,0.7231,0.7306,0.7025,0.7261,0.8188,0.3178,0.9178,0.0124,0.196,0.0635,0.6644,0.1159,0.4739,0.1059,0.6644,0.1159,15,uniform,euclidean,inverse_distance
0.9093,0.9233,0.9072,0.8966,0.9286,0.9101,0.9233,0.9259,0.8992,0.9388,1.7295,0.7788,0.7307,0.753,0.6988,0.7386,0.7875,0.6773,0.7487,0.7254,0.8368,0.2992,0.9162,0.013,0.1659,0.0708,0.7032,0.1339,0.4931,0.1101,0.7032,0.1339,25,uniform,euclidean,inverse_distance
0.9147,0.918,0.8966,0.9019,0.9233,0.9074,0.9153,0.9233,0.8833,0.9255,1.8294,0.7637,0.7264,0.726,0.7916,0.7282,0.718,0.7708,0.7193,0.7694,0.8543,0.326,0.9109,0.0129,0.0672,0.048,0.6489,0.1542,0.5367,0.2367,0.6489,0.1542,50,uniform,euclidean,inverse_distance
0.9147,0.9048,0.9125,0.9178,0.9127,0.8995,0.9074,0.9101,0.931,0.9441,1.7487,0.6959,0.6718,0.642,0.6896,0.6099,0.642,1.0285,0.8016,0.7219,0.8252,0.3283,0.9154,0.0125,0.3562,0.0948,0.6544,0.0631,0.5927,0.0747,0.6544,0.0631,1,uniform,euclidean,shepards
0.9307,0.9286,0.8886,0.9098,0.9312,0.9286,0.8995,0.9206,0.9178,0.9495,1.8644,0.6789,0.7087,0.6772,0.8671,0.7766,0.7458,0.8114,0.7995,0.6438,0.8573,0.3422,0.9205,0.0166,0.3426,0.0932,0.7001,0.0796,0.5529,0.0691,0.7001,0.0796,3,uniform,euclidean,shepards
0.9387,0.9286,0.9231,0.9204,0.9259,0.9312,0.8968,0.9339,0.9151,0.9468,1.8988,0.6555,0.8229,0.7336,0.6635,0.7606,0.8243,0.795,0.7263,0.6921,0.8572,0.3519,0.926,0.013,0.3093,0.0869,0.7226,0.0978,0.5482,0.1404,0.7226,0.0978,5,uniform,euclidean,shepards
0.936,0.9286,0.931,0.9231,0.9339,0.9286,0.9153,0.9339,0.931,0.9468,1.7229,0.7067,0.7356,0.7057,0.7173,0.7705,0.6825,0.733,0.6466,0.714,0.8135,0.3047,0.9308,0.0078,0.3158,0.0862,0.7329,0.0982,0.5489,0.1442,0.7329,0.0982,7,uniform,euclidean,shepards
0.928,0.9286,0.9363,0.9231,0.9339,0.9233,0.918,0.9312,0.9284,0.9388,1.7875,0.6939,0.6881,0.7986,0.6998,0.8901,0.6615,0.68,0.8095,0.6596,0.8369,0.3251,0.929,0.0061,0.2301,0.0748,0.7348,0.1354,0.5052,0.1294,0.7348,0.1354,15,uniform,euclidean,shepards
0.9307,0.9206,0.931,0.9231,0.9312,0.9259,0.9233,0.9259,0.9257,0.9362,1.8434,0.7504,0.7995,0.7452,0.6748,0.7658,0.8081,0.7118,0.848,0.7152,0.8662,0.3293,0.9274,0.0045,0.1613,0.0624,0.7111,0.1601,0.4495,0.0678,0.7111,0.1601,25,uniform,euclidean,shepards
0.9333,0.9206,0.9284,0.9231,0.9259,0.9233,0.918,0.9233,0.9204,0.9255,1.7724,0.7405,0.8034,0.7895,0.9262,0.8307,0.6828,0.93,0.7892,0.8119,0.9077,0.2968,0.9242,0.0042,0.0639,0.0611,0.745,0.2212,0.5804,0.219,0.745,0.2212,50,uniform,euclidean,shepards
0.9093,0.9048,0.9125,0.9151,0.9101,0.8995,0.9074,0.9101,0.931,0.9441,4.4057,0.8697,0.7884,0.8268,0.7694,0.923,0.9172,0.8425,0.8629,0.7856,1.1991,1.07,0.9144,0.0126,0.3526,0.0972,0.6528,0.063,0.5923,0.0747,0.6528,0.063,1,uniform,cosine,majority
0.944,0.9365,0.9469,0.931,0.9339,0.9312,0.9206,0.9259,0.9363,0.9468,0.8369,0.7339,0.6401,0.7376,0.7464,0.6957,0.7661,0.8163,0.6412,0.6837,0.7298,0.0631,0.9353,0.0083,0.3707,0.0888,0.7794,0.0502,0.5458,0.0707,0.7794,0.0502,3,uniform,cosine,majority
0.9413,0.9286,0.9416,0.9284,0.9392,0.9286,0.9206,0.9312,0.9363,0.9441,0.695,0.6742,0.7344,0.6106,0.7029,0.7885,0.7582,0.8695,0.743,0.7023,0.7279,0.0663,0.934,0.0072,0.3018,0.07,0.7722,0.1018,0.4989,0.0545,0.7722,0.1018,5,uniform,cosine,majority
0.936,0.9312,0.9443,0.9284,0.9365,0.9259,0.9233,0.9339,0.9363,0.9495,0.6778,0.6241,0.6816,0.7108,0.7107,0.7194,0.7081,0.661,0.7063,0.6731,0.6873,0.0282,0.9345,0.0076,0.2827,0.0909,0.8543,0.1317,0.5477,0.1213,0.8543,0.1317,7,uniform,cosine,majority
0.9307,0.9312,0.9257,0.9284,0.9365,0.9233,0.9259,0.9312,0.9337,0.9388,0.7505,0.749,0.7134,0.7365,0.6777,0.7021,0.7997,0.7239,0.7683,0.8186,0.744,0.0411,0.9305,0.0047,0.1809,0.0694,0.8999,0.1086,0.6373,0.0982,0.8999,0.1086,15,uniform,cosine,majority
0.9307,0.9259,0.9231,0.9284,0.9339,0.9259,0.9259,0.9259,0.9337,0.9388,0.8118,0.6501,0.7869,0.8199,0.8173,0.7491,0.8583,0.7647,0.7812,0.6754,0.7715,0.062,0.9292,0.0047,0.1523,0.0825,0.8954,0.1064,0.6606,0.1451,0.8954,0.1064,25,uniform,cosine,majority
0.9307,0.9233,0.9231,0.9231,0.9312,0.9233,0.9233,0.9233,0.9257,0.9255,0.7335,0.6983,0.6719,0.6551,0.7334,0.6767,0.7232,0.7452,0.6996,0.6939,0.7031,0.0285,0.9252,0.003,0.0606,0.0603,0.9224,0.0723,0.7527,0.2047,0.9224,0.0723,50,uniform,cosine,majority
0.9093,0.9048,0.9125,0.9151,0.9101,0.8995,0.9074,0.9101,0.931,0.9441,0.8187,0.6702,0.6839,0.6963,0.6833,0.7672,0.7221,0.656,0.8053,0.7251,0.7228,0.0538,0.9144,0.0126,0.3526,0.0972,0.6528,0.063,0.5923,0.0747,0.6528,0.063,1,uniform,cosine,inverse_distance
0.9307,0.9286,0.8727,0.9072,0.9286,0.9101,0.8968,0.9206,0.9151,0.9468,0.7385,0.6822,0.7302,0.6909,0.6661,0.6985,0.7401,0.7697,0.7775,0.708,0.7202,0.0352,0.9157,0.0196,0.3218,0.0872,0.6841,0.0807,0.5394,0.0597,0.6841,0.0807,3,uniform,cosine,inverse_distance
0.92,0.918,0.8859,0.9045,0.9233,0.9101,0.8836,0.9233,0.9125,0.9468,0.8256,0.7237,0.7025,0.7329,0.6887,0.7066,0.7832,0.7141,0.6132,0.7056,0.7196,0.0533,0.9128,0.0176,0.2702,0.0856,0.6585,0.1228,0.5238,0.1535,0.6585,0.1228,5,uniform,cosine,inverse_distance
0.9067,0.9127,0.9019,0.9045,0.9286,0.9021,0.9101,0.9233,0.9072,0.9468,0.6361,0.7433,0.6601,0.8243,0.6944,0.7608,0.8677,0.7408,0.734,0.698,0.736,0.0669,0.9144,0.0137,0.2667,0.0752,0.6773,0.1157,0.5408,0.1425,0.6773,0.1157,7,uniform,cosine,inverse_distance
0.8907,0.8968,0.9045,0.878,0.9206,0.8862,0.9074,0.9127,0.8859,0.9388,0.785,0.6947,0.6918,0.7506,0.6965,0.6817,0.743,0.75,0.6083,0.7204,0.7122,0.0468,0.9022,0.0176,0.1817,0.0701,0.6132,0.1319,0.4731,0.1062,0.6132,0.1319,15,uniform,cosine,inverse_distance
0.872,0.8915,0.8727,0.8568,0.918,0.881,0.9101,0.9074,0.8727,0.9362,0.7214,0.7395,0.7514,0.8129,0.6836,0.7246,0.7194,0.7654,0.7476,0.7335,0.7399,0.0322,0.8918,0.0239,0.1318,0.0624,0.5919,0.1597,0.4386,0.0993,0.5919,0.1597,25,uniform,cosine,inverse_distance
0.8613,0.8757,0.8515,0.8355,0.9127,0.8545,0.9074,0.9021,0.8462,0.9255,0.8229,0.7311,0.7341,0.7686,0.7452,0.7226,0.7023,0.7352,0.7658,0.7342,0.7462,0.0314,0.8772,0.0304,0.0447,0.0444,0.5021,0.1872,0.4532,0.1947,0.5021,0.1872,50,uniform,cosine,inverse_distance
0.9093,0.9048,0.9125,0.9151,0.9101,0.8995,0.9074,0.9101,0.931,0.9441,0.7211,0.6765,0.6467,0.736,0.6879,0.7181,0.736,0.7948,0.6942,0.7475,0.7159,0.0396,0.9144,0.0126,0.3526,0.0972,0.6528,0.063,0.5923,0.0747,0.6528,0.063,1,uniform,cosine,shepards
0.944,0.9365,0.9443,0.931,0.9339,0.9339,0.9206,0.9259,0.939,0.9468,0.7387,0.7258,0.7161,0.6867,0.6593,0.7565,0.6847,0.7205,0.7042,0.8194,0.7212,0.0423,0.9356,0.0079,0.3837,0.0813,0.7659,0.0572,0.5492,0.0688,0.7659,0.0572,3,uniform,cosine,shepards
0.9413,0.9286,0.939,0.9284,0.9339,0.9339,0.9206,0.9312,0.9363,0.9468,0.747,0.7034,0.6963,0.8338,0.6534,0.7336,0.7123,0.7058,0.7112,0.6969,0.7194,0.0447,0.934,0.007,0.3074,0.0649,0.7708,0.0957,0.5382,0.1398,0.7708,0.0957,5,uniform,cosine,shepards
0.9387,0.9312,0.9443,0.9284,0.9365,0.9259,0.9233,0.9339,0.9363,0.9468,0.7332,0.7071,0.7386,0.7013,0.7322,0.7843,0.6939,0.7485,0.6965,0.7405,0.7276,0.0269,0.9345,0.0072,0.2877,0.08,0.8158,0.1436,0.557,0.1625,0.8158,0.1436,7,uniform,cosine,shepards
0.9307,0.9312,0.9257,0.9284,0.9365,0.9233,0.9259,0.9312,0.9337,0.9388,0.7208,0.8158,0.7376,0.6821,0.6951,0.8316,0.7857,0.8078,0.7677,0.7485,0.7593,0.0487,0.9305,0.0047,0.1831,0.0696,0.8678,0.1298,0.6151,0.113,0.8678,0.1298,15,uniform,cosine,shepards
0.9307,0.9259,0.9231,0.9284,0.9339,0.9259,0.9259,0.9259,0.9337,0.9388,0.705,0.7273,0.6895,0.6971,0.9941,0.9354,0.9061,0.8772,0.8407,0.7371,0.8109,0.1071,0.9292,0.0047,0.1523,0.0825,0.8954,0.1064,0.6606,0.1451,0.8954,0.1064,25,uniform,cosine,shepards
0.928,0.9233,0.9231,0.9231,0.9312,0.9233,0.9233,0.9233,0.9231,0.9255,0.7745,0.7975,0.7751,0.7273,0.6743,0.6781,0.8159,0.7308,1.0325,0.85,0.7856,0.0984,0.9247,0.0026,0.0481,0.0583,0.9183,0.071,0.7922,0.2103,0.9183,0.071,50,uniform,cosine,shepards
0.928,0.9021,0.9098,0.9231,0.9259,0.9127,0.9048,0.9206,0.9284,0.9309,3.917,1.2652,1.078,1.1181,1.1412,1.0529,1.1132,1.0297,1.0656,0.922,1.3703,0.8529,0.9186,0.0099,0.398,0.0563,0.6514,0.0569,0.6325,0.079,0.6514,0.0569,1,uniform,euclidean-hamming,majority
0.944,0.9312,0.9469,0.939,0.9418,0.9444,0.9259,0.9312,0.9443,0.9521,3.71,1.0873,0.9837,0.8653,0.9654,0.9845,0.9571,1.6816,1.4876,1.4087,1.4131,0.8085,0.9401,0.0078,0.4537,0.0691,0.7804,0.0625,0.6282,0.0514,0.7804,0.0625,3,uniform,euclidean-hamming,majority
0.944,0.9312,0.9496,0.9337,0.9471,0.9392,0.9312,0.9286,0.9443,0.9521,3.9953,1.0504,1.1709,1.3023,1.3809,1.3433,1.3601,1.2975,1.2123,1.1525,1.5266,0.829,0.9401,0.0081,0.4082,0.0752,0.8026,0.1285,0.5873,0.053,0.8026,0.1285,5,uniform,euclidean-hamming,majority
0.944,0.9339,0.9469,0.939,0.9444,0.9365,0.9286,0.9339,0.9443,0.9521,4.0866,1.5049,1.3625,1.2558,1.2893,1.3872,1.3246,1.2555,1.0844,0.8973,1.5448,0.8621,0.9404,0.0068,0.3993,0.0674,0.8101,0.1463,0.6464,0.1286,0.8101,0.1463,7,uniform,euclidean-hamming,majority
0.944,0.9365,0.9337,0.9363,0.9444,0.9339,0.9365,0.9339,0.9416,0.9495,4.0544,1.3757,1.2791,1.2843,1.2981,1.3079,1.4462,1.3703,1.2743,0.7648,1.5455,0.8546,0.939,0.0052,0.3564,0.067,0.8625,0.131,0.7955,0.1543,0.8625,0.131,15,uniform,euclidean-hamming,majority
0.9387,0.9365,0.931,0.9337,0.9418,0.9339,0.9259,0.9312,0.939,0.9495,4.0571,1.4047,1.34,1.4531,1.4993,1.1641,1.0878,1.0182,1.391,1.3394,1.5755,0.8409,0.9361,0.0062,0.3001,0.0871,0.8701,0.1369,0.7416,0.173,0.8701,0.1369,25,uniform,euclidean-hamming,majority
0.9387,0.9365,0.931,0.9337,0.9418,0.9339,0.9259,0.9339,0.939,0.9495,3.8499,1.7271,1.7919,1.5099,1.7133,1.6774,1.6694,1.585,1.6087,1.5824,1.8715,0.6641,0.9364,0.0061,0.2936,0.0887,0.947,0.042,0.7819,0.1068,0.947,0.042,50,uniform,euclidean-hamming,majority
0.928,0.9021,0.9098,0.9231,0.9259,0.9127,0.9048,0.9206,0.9284,0.9309,4.3314,1.3084,1.3773,1.5314,1.633,1.5723,1.5008,1.5363,1.4783,1.5137,1.7783,0.8556,0.9186,0.0099,0.398,0.0563,0.6514,0.0569,0.6325,0.079,0.6514,0.0569,1,uniform,euclidean-hamming,inverse_distance
0.9413,0.873,0.9284,0.931,0.9339,0.9392,0.9259,0.9312,0.9337,0.9521,3.9327,1.4133,1.5331,1.4213,1.4722,1.3919,1.66,1.4023,1.3157,1.2232,1.6766,0.7602,0.929,0.02,0.4169,0.0745,0.716,0.0512,0.6132,0.0672,0.716,0.0512,3,uniform,euclidean-hamming,inverse_distance
0.9467,0.8995,0.939,0.9284,0.9392,0.9418,0.9312,0.9339,0.939,0.9495,4.2308,1.3327,1.5036,1.2831,1.2821,1.3312,1.3405,1.2427,1.2378,1.2411,1.6026,0.8792,0.9348,0.0133,0.3996,0.0645,0.7592,0.1208,0.6239,0.1349,0.7592,0.1208,5,uniform,euclidean-hamming,inverse_distance
0.944,0.9259,0.9469,0.9337,0.9365,0.9339,0.9312,0.9339,0.9443,0.9495,3.9402,1.3661,1.4113,1.356,1.3023,1.3438,1.3254,0.9063,1.2817,1.2736,1.5507,0.8075,0.938,0.0073,0.3894,0.0769,0.7185,0.127,0.6106,0.1415,0.7185,0.127,7,uniform,euclidean-hamming,inverse_distance
0.944,0.9339,0.9443,0.9337,0.9365,0.9339,0.9392,0.9339,0.9416,0.9495,3.9754,1.2654,1.4935,1.122,0.9334,1.1635,1.5809,1.2893,1.3976,1.5852,1.5806,0.8224,0.939,0.0053,0.3731,0.0682,0.7728,0.1561,0.5948,0.1431,0.7728,0.1561,15,uniform,euclidean-hamming,inverse_distance
0.9387,0.9418,0.931,0.9337,0.9365,0.9339,0.9259,0.9339,0.9416,0.9495,4.2723,1.497,1.7545,1.5202,1.4298,1.2335,1.0498,0.9897,0.983,0.9594,1.5689,0.9382,0.9366,0.0063,0.3121,0.0952,0.8222,0.1379,0.6245,0.1522,0.8222,0.1379,25,uniform,euclidean-hamming,inverse_distance
0.936,0.9365,0.931,0.9337,0.9365,0.9339,0.9259,0.9339,0.9337,0.9441,3.8496,1.0717,1.0499,1.0685,0.9858,1.0464,1.061,1.0242,1.0303,0.9759,1.3163,0.845,0.9345,0.0044,0.2718,0.0753,0.8477,0.148,0.6475,0.1176,0.8477,0.148,50,uniform,euclidean-hamming,inverse_distance
0.928,0.9021,0.9098,0.9231,0.9259,0.9127,0.9048,0.9206,0.9284,0.9309,3.7308,1.1382,0.995,1.0314,0.9573,1.0022,1.0845,1.122,0.9371,1.1665,1.3165,0.8082,0.9186,0.0099,0.398,0.0563,0.6514,0.0569,0.6325,0.079,0.6514,0.0569,1,uniform,euclidean-hamming,shepards
0.944,0.9312,0.9443,0.939,0.9418,0.9444,0.9259,0.9312,0.9469,0.9548,4.0969,1.4658,1.3649,1.0181,0.9902,0.9754,1.0201,0.9649,0.9429,0.9169,1.3756,0.9243,0.9404,0.0082,0.4646,0.0762,0.7669,0.0652,0.6317,0.056,0.7669,0.0652,3,uniform,euclidean-hamming,shepards
0.944,0.9312,0.9416,0.9337,0.9471,0.9418,0.9312,0.9312,0.9443,0.9521,3.7481,1.0988,0.9565,0.9901,1.1853,1.0545,1.0433,1.0053,1.0179,0.9368,1.3037,0.8176,0.9398,0.0071,0.4119,0.0675,0.7887,0.1188,0.5933,0.0469,0.7887,0.1188,5,uniform,euclidean-hamming,shepards
0.944,0.9339,0.9469,0.939,0.9444,0.9365,0.9286,0.9339,0.9443,0.9521,3.9563,1.1978,1.2239,1.0254,0.9764,1.1799,1.152,0.9398,0.9893,0.9835,1.3624,0.8704,0.9404,0.0068,0.4007,0.068,0.7778,0.1427,0.6149,0.0818,0.7778,0.1427,7,uniform,euclidean-hamming,shepards
0.944,0.9365,0.9416,0.9363,0.9444,0.9339,0.9392,0.9339,0.9443,0.9495,4.0526,1.42,1.4483,1.4884,1.2329,1.309,1.2294,1.1547,1.0417,1.2183,1.5595,0.8414,0.9404,0.005,0.3819,0.0547,0.855,0.1472,0.7244,0.1673,0.855,0.1472,15,uniform,euclidean-hamming,shepards
0.9387,0.9365,0.931,0.9337,0.9418,0.9339,0.9259,0.9312,0.939,0.9495,4.041,1.2417,1.0397,0.9715,1.1858,1.2291,1.2568,1.1217,1.0711,0.8582,1.4017,0.8882,0.9361,0.0062,0.3001,0.0871,0.8701,0.1369,0.7416,0.173,0.8701,0.1369,25,uniform,euclidean-hamming,shepards
0.9387,0.9365,0.931,0.9337,0.9392,0.9339,0.9259,0.9339,0.939,0.9495,3.7384,1.2945,1.0781,1.1183,1.1079,1.0928,1.2347,1.2184,1.0056,1.0807,1.3969,0.7848,0.9361,0.0059,0.2891,0.0854,0.9469,0.0419,0.7763,0.1025,0.9469,0.0419,50,uniform,euclidean-hamming,shepards
0.928,0.918,0.9337,0.9231,0.918,0.9021,0.9233,0.9206,0.9469,0.9521,13.5619,0.8256,0.8048,0.9344,0.9651,0.9475,0.9473,0.9921,0.8337,0.7929,2.1605,3.8011,0.9266,0.0139,0.4566,0.0884,0.6866,0.0577,0.6511,0.0623,0.6866,0.0577,1,uniform,cosine-hamming,majority
0.936,0.9365,0.9443,0.939,0.9471,0.9312,0.9312,0.9312,0.9416,0.9548,13.4852,1.0279,0.9678,0.9995,0.8468,0.8446,0.8838,1.2371,1.0484,0.8112,2.2152,3.7586,0.9393,0.0074,0.4234,0.0718,0.7737,0.0897,0.6007,0.0594,0.7737,0.0897,3,uniform,cosine-hamming,majority
0.944,0.9339,0.9469,0.939,0.9471,0.9392,0.9365,0.9392,0.931,0.9521,13.5755,0.874,0.8924,0.9845,0.8313,0.8654,0.8818,0.9571,0.9665,0.9237,2.1752,3.8004,0.9409,0.0062,0.4166,0.0604,0.7943,0.0864,0.5909,0.049,0.7943,0.0864,5,uniform,cosine-hamming,majority
0.944,0.9365,0.9469,0.9363,0.9471,0.9418,0.9365,0.9365,0.9363,0.9495,13.8451,1.202,1.1973,1.2726,1.1607,1.1761,1.2591,1.2162,1.2509,1.2146,2.4795,3.7887,0.9412,0.0051,0.4131,0.0479,0.8174,0.106,0.6226,0.1301,0.8174,0.106,7,uniform,cosine-hamming,majority
0.9413,0.9392,0.9337,0.939,0.9418,0.9312,0.9286,0.9339,0.9363,0.9495,13.8435,1.1904,1.1734,1.292,1.1973,1.1965,1.2062,1.2166,1.268,1.2296,2.4814,3.7875,0.9374,0.0057,0.3312,0.0729,0.8508,0.1124,0.714,0.1773,0.8508,0.1124,15,uniform,cosine-hamming,majority
0.9413,0.9365,0.931,0.9337,0.9418,0.9312,0.9259,0.9339,0.9363,0.9495,13.8735,1.202,1.1989,1.3177,1.1756,1.2208,1.5308,1.2567,1.282,1.2424,2.53,3.7824,0.9361,0.0063,0.2985,0.087,0.8996,0.0966,0.7655,0.1477,0.8996,0.0966,25,uniform,cosine-hamming,majority
0.9387,0.9365,0.931,0.9337,0.9392,0.9339,0.9259,0.9339,0.9363,0.9495,13.8999,1.2227,1.2111,1.3446,1.2717,1.1983,1.2764,1.266,1.297,1.2478,2.5236,3.7923,0.9359,0.0058,0.2843,0.0842,0.9468,0.0418,0.7713,0.1024,0.9468,0.0418,50,uniform,cosine-hamming,majority
0.928,0.918,0.9337,0.9231,0.918,0.9021,0.9233,0.9206,0.9469,0.9521,13.8434,1.0511,0.9079,1.2824,1.1736,1.1821,1.2437,1.2384,1.2325,1.222,2.4377,3.8034,0.9266,0.0139,0.4566,0.0884,0.6866,0.0577,0.6511,0.0623,0.6866,0.0577,1,uniform,cosine-hamming,inverse_distance
0.912,0.8995,0.8966,0.9231,0.9365,0.9233,0.9259,0.9365,0.9231,0.9468,13.8469,1.2031,0.9215,1.1802,1.1739,1.1715,1.262,1.3135,1.2926,1.2403,2.4605,3.7968,0.9223,0.0152,0.3797,0.0598,0.6892,0.0717,0.6003,0.0592,0.6892,0.0717,3,uniform,cosine-hamming,inverse_distance
0.9227,0.9312,0.9231,0.9178,0.9339,0.9286,0.9286,0.9392,0.931,0.9468,13.8554,1.176,1.1779,1.2518,1.184,1.1546,1.2462,1.2487,1.285,1.2294,2.4809,3.7917,0.9303,0.008,0.3883,0.0595,0.6992,0.062,0.5906,0.0539,0.6992,0.062,5,uniform,cosine-hamming,inverse_distance
0.9307,0.9233,0.9257,0.9178,0.9312,0.9339,0.9286,0.9339,0.9178,0.9495,13.8641,1.2146,1.2049,1.2852,1.1932,1.1766,1.2479,1.2553,1.2527,1.225,2.492,3.7909,0.9292,0.0088,0.3692,0.0687,0.7337,0.1121,0.634,0.1395,0.7337,0.1121,7,uniform,cosine-hamming,inverse_distance
0.9307,0.9259,0.931,0.9204,0.9312,0.9233,0.9286,0.9365,0.9257,0.9495,13.8618,1.2147,1.2029,1.2937,1.2256,1.0106,0.9979,1.2878,1.2676,1.2542,2.4617,3.8014,0.9303,0.0077,0.3321,0.079,0.76,0.1453,0.6306,0.148,0.76,0.1453,15,uniform,cosine-hamming,inverse_distance
0.936,0.9312,0.9257,0.9257,0.9312,0.9206,0.9259,0.9339,0.9151,0.9468,13.934,1.223,1.1676,1.2927,1.1952,1.1576,1.2579,1.2694,1.2734,1.2399,2.5011,3.8112,0.9292,0.0083,0.2998,0.085,0.7689,0.1345,0.6057,0.1348,0.7689,0.1345,25,uniform,cosine-hamming,inverse_distance
0.936,0.9206,0.9151,0.9204,0.9312,0.9233,0.9259,0.9339,0.9151,0.9468,13.8848,1.243,1.2396,1.3281,1.2315,1.2266,1.2754,1.2913,1.3162,1.261,2.5298,3.7852,0.9268,0.0096,0.2675,0.0778,0.7576,0.1401,0.5842,0.1454,0.7576,0.1401,50,uniform,cosine-hamming,inverse_distance
0.928,0.918,0.9337,0.9231,0.918,0.9021,0.9233,0.9206,0.9469,0.9521,13.8839,1.1829,1.2046,1.2905,1.0816,1.1619,1.2382,1.228,1.269,1.2373,2.4778,3.8024,0.9266,0.0139,0.4566,0.0884,0.6866,0.0577,0.6511,0.0623,0.6866,0.0577,1,uniform,cosine-hamming,shepards
0.936,0.9339,0.9416,0.939,0.9444,0.9339,0.9312,0.9312,0.9443,0.9521,13.8587,1.2012,1.19,1.2828,1.1835,1.1587,1.2617,1.2364,1.2631,1.2625,2.4899,3.7898,0.9388,0.0065,0.4296,0.0621,0.7623,0.087,0.6039,0.0573,0.7623,0.087,3,uniform,cosine-hamming,shepards
0.944,0.9312,0.9469,0.939,0.9471,0.9392,0.9365,0.9392,0.931,0.9521,13.8833,1.1896,1.1967,1.2869,1.1992,1.1194,1.2534,1.2477,1.2616,1.2202,2.4858,3.7994,0.9406,0.0066,0.4182,0.0616,0.7829,0.0912,0.5908,0.049,0.7829,0.0912,5,uniform,cosine-hamming,shepards
0.944,0.9365,0.9469,0.9337,0.9471,0.9444,0.9365,0.9365,0.9363,0.9495,13.8206,1.1915,1.1861,1.2969,1.1836,1.173,1.2383,1.2302,1.2656,1.2766,2.4862,3.7784,0.9412,0.0055,0.4168,0.0553,0.787,0.114,0.6227,0.1307,0.787,0.114,7,uniform,cosine-hamming,shepards
0.9413,0.9392,0.9337,0.939,0.9418,0.9312,0.9286,0.9339,0.9363,0.9495,13.8476,1.2123,1.2044,1.2958,1.1991,1.1724,1.3501,1.2529,1.1991,1.214,2.4948,3.7846,0.9374,0.0057,0.3312,0.0729,0.8508,0.1124,0.714,0.1773,0.8508,0.1124,15,uniform,cosine-hamming,shepards
0.9413,0.9365,0.931,0.9337,0.9418,0.9312,0.9259,0.9339,0.9363,0.9495,13.8946,1.2388,1.1819,1.3121,1.202,1.2117,1.272,1.2446,0.8928,1.3342,2.4785,3.8071,0.9361,0.0063,0.2985,0.087,0.8996,0.0966,0.7655,0.1477,0.8996,0.0966,25,uniform,cosine-hamming,shepards
0.9387,0.9365,0.931,0.9337,0.9365,0.9339,0.9259,0.9339,0.9363,0.9495,13.9247,1.2287,1.2374,1.3402,1.2389,1.229,1.3017,1.2966,1.3176,1.2572,2.5372,3.796,0.9356,0.0057,0.2795,0.0828,0.9466,0.0418,0.7658,0.1004,0.9466,0.0418,50,uniform,cosine-hamming,shepards
0.968,0.9603,0.9761,0.9602,0.9735,0.9709,0.9497,0.9603,0.9761,0.9787,8.475,5.9673,5.7254,5.6646,5.6777,5.7544,5.5771,5.6858,5.6016,5.8587,5.9988,0.8328,0.9674,0.0089,0.751,0.0699,0.8907,0.0392,0.8135,0.0571,0.8907,0.0392,1,info_gain,minkowski_p_1,majority
0.9333,0.918,0.9469,0.9363,0.9392,0.9286,0.9312,0.918,0.9469,0.9441,5.8271,5.6738,5.5997,5.8047,5.6891,5.7217,5.8077,5.8639,5.7426,5.6613,5.7392,0.0806,0.9343,0.0101,0.5003,0.0867,0.7112,0.0527,0.6783,0.0629,0.7112,0.0527,1,info_gain,minkowski_p_3,majority
0.9333,0.9127,0.9363,0.9257,0.9259,0.918,0.9101,0.9074,0.939,0.9415,5.8687,5.7948,5.7326,5.7519,5.7382,5.7626,5.7386,5.6921,5.7619,5.678,5.7519,0.0505,0.925,0.0118,0.442,0.0846,0.685,0.054,0.6515,0.0626,0.685,0.054,1,info_gain,minkowski_p_4,majority
0.9573,0.9418,0.9655,0.9602,0.9735,0.963,0.9524,0.9497,0.9682,0.9761,5.8739,5.626,5.5992,5.6768,5.9914,5.757,5.6654,5.6613,5.7091,5.7076,5.7268,0.1141,0.9608,0.0102,0.6745,0.0951,0.8794,0.0571,0.7564,0.0699,0.8794,0.0571,3,info_gain,minkowski_p_1,majority
