acc_fold_0,acc_fold_1,acc_fold_2,acc_fold_3,acc_fold_4,acc_fold_5,acc_fold_6,acc_fold_7,acc_fold_8,acc_fold_9,time_fold_0,time_fold_1,time_fold_2,time_fold_3,time_fold_4,time_fold_5,time_fold_6,time_fold_7,time_fold_8,time_fold_9,mean_exec_time,sd_exec_time,mean_accuracie,sd_accuracie,mean_kappa,sd_kappa,mean_balanced_accuracie,sd_balanced_accuracie,mean_macro_precision,sd_macro_precision,mean_macro_recall,sd_macro_recall,n_neighbors,weights,metric,voting
0.9909,0.9927,0.9973,0.9927,0.9954,0.9936,0.9964,0.9918,0.9945,0.9955,1.8046,1.5384,2.8539,2.6621,2.9853,2.7762,2.4842,2.7544,2.1787,1.74,2.3778,0.4968,0.9941,0.002,0.9934,0.0022,0.9942,0.0019,0.9941,0.0019,0.9942,0.0019,1,uniform,cosine,majority
0.9936,0.9909,0.9927,0.99,0.9936,0.9927,0.9946,0.9927,0.9936,0.99,1.5702,1.2992,1.4706,1.3497,1.5122,1.514,1.4034,1.2905,1.3996,1.4249,1.4234,0.0891,0.9924,0.0015,0.9916,0.0017,0.9926,0.0015,0.9925,0.0015,0.9926,0.0015,6,uniform,cosine,majority
0.9927,0.9909,0.99,0.9882,0.9918,0.9909,0.9946,0.9882,0.9927,0.9891,1.4538,1.3017,1.4196,1.2267,1.3669,1.2927,1.4057,1.2755,1.3462,1.5149,1.3604,0.0846,0.9909,0.002,0.9899,0.0022,0.991,0.002,0.991,0.002,0.991,0.002,11,uniform,cosine,majority
0.9936,0.9891,0.9854,0.9855,0.9882,0.9909,0.9936,0.9855,0.99,0.9864,1.5935,1.4555,1.6686,1.4104,2.5953,2.6162,2.5492,2.2655,2.6872,2.6825,2.1524,0.5226,0.9888,0.003,0.9876,0.0034,0.989,0.003,0.9889,0.003,0.989,0.003,16,uniform,cosine,majority
0.9891,0.9882,0.9845,0.9864,0.9882,0.9891,0.9927,0.9818,0.9891,0.9873,2.7528,2.266,2.6942,2.625,2.6311,2.5679,2.6865,2.5167,2.7054,2.6035,2.6049,0.131,0.9876,0.0028,0.9862,0.0031,0.9878,0.0028,0.9878,0.0028,0.9878,0.0028,21,uniform,cosine,majority
0.9882,0.9854,0.9827,0.9864,0.9836,0.9863,0.9918,0.9827,0.9854,0.9846,2.6751,2.6686,2.3631,2.442,1.7407,1.3951,1.6112,1.6997,1.5971,1.5033,1.9696,0.48,0.9857,0.0026,0.9841,0.0029,0.986,0.0026,0.9859,0.0026,0.986,0.0026,26,uniform,cosine,majority
0.9909,0.9927,0.9973,0.9927,0.9954,0.9936,0.9964,0.9918,0.9945,0.9955,1.5383,1.255,1.3715,1.3207,1.3558,1.2967,1.4233,1.3065,1.5043,1.3522,1.3724,0.0865,0.9941,0.002,0.9934,0.0022,0.9942,0.0019,0.9941,0.0019,0.9942,0.0019,1,uniform,cosine,inverse_distance
0.9927,0.9891,0.9936,0.99,0.9927,0.9918,0.9946,0.9918,0.9927,0.9882,1.542,1.2034,1.3739,1.3053,1.3194,1.2741,1.384,1.2188,1.5211,1.4212,1.3563,0.1095,0.9917,0.0019,0.9908,0.0021,0.9919,0.0019,0.9918,0.0019,0.9919,0.0019,6,uniform,cosine,inverse_distance
0.9927,0.9891,0.99,0.9873,0.9872,0.9918,0.9918,0.9882,0.99,0.9855,1.4257,1.2002,1.579,1.3876,1.4386,1.2571,1.3822,1.3371,1.5324,1.3682,1.3908,0.108,0.9894,0.0022,0.9882,0.0025,0.9896,0.0022,0.9895,0.0022,0.9896,0.0022,11,uniform,cosine,inverse_distance
0.99,0.9882,0.9854,0.9845,0.9845,0.9863,0.9918,0.9845,0.9872,0.9846,1.602,1.2617,1.4882,1.4321,1.3759,1.2349,1.4617,1.2835,1.5937,1.4506,1.4184,0.1227,0.9867,0.0024,0.9852,0.0027,0.9869,0.0024,0.9869,0.0024,0.9869,0.0024,16,uniform,cosine,inverse_distance
0.9872,0.9864,0.9827,0.9855,0.9827,0.9845,0.9918,0.9845,0.9872,0.9837,1.4533,1.4575,1.7926,1.4957,2.1683,2.5298,2.6331,1.8721,2.6046,2.4481,2.0455,0.465,0.9856,0.0026,0.984,0.0029,0.9858,0.0026,0.9858,0.0026,0.9858,0.0026,21,uniform,cosine,inverse_distance
0.9863,0.9864,0.9781,0.9809,0.9791,0.9818,0.9918,0.9818,0.9854,0.9819,2.6265,2.5423,2.7182,1.9971,2.7158,2.5206,2.565,2.5681,2.2183,1.5191,2.3991,0.3625,0.9833,0.0039,0.9815,0.0043,0.9836,0.0039,0.9835,0.0039,0.9836,0.0039,26,uniform,cosine,inverse_distance
0.9909,0.9927,0.9973,0.9927,0.9954,0.9936,0.9964,0.9918,0.9945,0.9955,1.4751,1.2825,1.4205,1.2996,1.3952,1.2378,1.3374,1.2299,1.3977,1.3272,1.3403,0.0767,0.9941,0.002,0.9934,0.0022,0.9942,0.0019,0.9941,0.0019,0.9942,0.0019,1,uniform,cosine,shepards
0.9936,0.9909,0.9927,0.9918,0.9927,0.9927,0.9946,0.9927,0.9936,0.9882,1.4811,1.2755,1.4422,1.2175,1.4833,1.3697,1.5664,1.2126,1.4108,1.3439,1.3803,0.1128,0.9924,0.0017,0.9915,0.0019,0.9925,0.0017,0.9924,0.0016,0.9925,0.0017,6,uniform,cosine,shepards
0.9927,0.99,0.9909,0.9891,0.9891,0.9918,0.9936,0.99,0.9909,0.9855,1.3591,1.2586,1.4642,1.2968,1.3761,1.2337,1.3548,1.2011,1.3625,1.3489,1.3256,0.0741,0.9904,0.0022,0.9893,0.0024,0.9905,0.0021,0.9904,0.0021,0.9905,0.0021,11,uniform,cosine,shepards
0.9909,0.9891,0.9863,0.9864,0.9872,0.99,0.9918,0.9864,0.9872,0.9855,1.4625,1.2193,1.471,1.2917,1.4729,1.3959,1.4523,1.2476,1.3281,1.3397,1.3681,0.0912,0.9881,0.0021,0.9868,0.0023,0.9883,0.0021,0.9882,0.0021,0.9883,0.0021,16,uniform,cosine,shepards
0.9882,0.9891,0.9854,0.9855,0.9854,0.9872,0.9918,0.9864,0.9882,0.9855,1.786,1.3337,1.3624,1.6855,2.9791,3.2569,2.1763,2.3669,2.7186,2.9594,2.2625,0.6669,0.9873,0.002,0.9858,0.0022,0.9875,0.002,0.9874,0.002,0.9875,0.002,21,uniform,cosine,shepards
0.9872,0.9882,0.979,0.9855,0.9818,0.9845,0.9918,0.9818,0.9872,0.9828,2.8396,2.4181,2.7658,2.6097,2.6893,2.497,2.6937,2.5661,2.724,2.8982,2.6701,0.142,0.985,0.0036,0.9833,0.004,0.9852,0.0035,0.9851,0.0035,0.9852,0.0035,26,uniform,cosine,shepards
0.99,0.9927,0.9973,0.9927,0.9945,0.9936,0.9955,0.9918,0.9945,0.9955,7.1569,3.1296,3.0666,2.5371,2.8425,3.1728,3.0736,2.9067,2.6521,2.7828,3.3321,1.2903,0.9938,0.002,0.9931,0.0022,0.9939,0.0019,0.9938,0.002,0.9939,0.0019,1,uniform,euclidean,majority
0.9936,0.9918,0.9918,0.99,0.9918,0.9927,0.9946,0.9918,0.9927,0.9882,4.4048,4.6187,2.7103,2.4576,2.5166,2.8165,2.5713,2.442,2.8396,2.7936,3.0171,0.7616,0.9919,0.0017,0.991,0.0019,0.992,0.0017,0.9919,0.0017,0.992,0.0017,6,uniform,euclidean,majority
0.9927,0.9909,0.9909,0.9882,0.9909,0.9909,0.9936,0.9891,0.9909,0.9873,4.2906,4.6125,2.5953,2.3517,2.3943,1.7083,1.4676,1.3924,1.3847,1.4997,2.3697,1.1272,0.9905,0.0018,0.9895,0.002,0.9907,0.0018,0.9906,0.0018,0.9907,0.0018,11,uniform,euclidean,majority
0.99,0.9882,0.9854,0.9855,0.9845,0.99,0.9927,0.9827,0.9891,0.9846,4.0676,4.9026,2.5986,2.6209,2.6221,2.6675,2.5253,2.6971,2.8422,2.7875,3.0332,0.7546,0.9873,0.003,0.9858,0.0034,0.9876,0.0029,0.9874,0.003,0.9876,0.0029,16,uniform,euclidean,majority
0.9863,0.9827,0.9836,0.9864,0.9845,0.9872,0.9909,0.9809,0.9863,0.9837,4.3664,4.6515,2.1458,2.1804,2.3636,2.5307,2.5178,2.4561,2.4845,2.6158,2.8313,0.8531,0.9853,0.0027,0.9836,0.003,0.9856,0.0025,0.9854,0.0026,0.9856,0.0025,21,uniform,euclidean,majority
0.9854,0.9818,0.9827,0.9836,0.9827,0.9854,0.99,0.9791,0.9845,0.9809,4.4442,4.6698,2.4415,2.6917,2.4251,2.6848,2.5865,2.0409,2.607,2.7664,2.9358,0.8348,0.9836,0.0028,0.9818,0.0032,0.984,0.0027,0.9838,0.0028,0.984,0.0027,26,uniform,euclidean,majority
0.99,0.9927,0.9973,0.9927,0.9945,0.9936,0.9955,0.9918,0.9945,0.9955,4.2801,4.5702,2.3676,2.355,2.3631,2.5993,2.4398,2.3812,2.4784,2.5085,2.8343,0.8014,0.9938,0.002,0.9931,0.0022,0.9939,0.0019,0.9938,0.002,0.9939,0.0019,1,uniform,euclidean,inverse_distance
0.9945,0.9918,0.9909,0.9927,0.9927,0.9918,0.9955,0.9927,0.99,0.9873,4.0519,4.6069,2.4065,2.3623,2.4649,2.5315,2.4956,2.4085,2.5881,2.5518,2.8468,0.7545,0.992,0.0022,0.9911,0.0024,0.9921,0.0022,0.992,0.0022,0.9921,0.0022,6,uniform,euclidean,inverse_distance
0.9918,0.9891,0.99,0.9873,0.99,0.9909,0.9936,0.9882,0.9909,0.9855,4.3397,4.6533,2.4494,2.4362,2.3057,2.6085,2.5271,2.4395,2.4975,2.5852,2.8842,0.8132,0.9897,0.0022,0.9886,0.0025,0.9899,0.0022,0.9898,0.0022,0.9899,0.0022,11,uniform,euclidean,inverse_distance
0.9909,0.99,0.9845,0.9845,0.9882,0.9909,0.9936,0.9845,0.9872,0.9846,4.3774,4.6744,2.45,2.4656,2.4484,2.5586,2.5009,2.4577,2.5777,2.4778,2.8989,0.8173,0.9879,0.0032,0.9866,0.0035,0.9881,0.0031,0.988,0.0031,0.9881,0.0031,16,uniform,euclidean,inverse_distance
0.9872,0.9873,0.9827,0.9855,0.9854,0.9882,0.9927,0.9818,0.9872,0.9837,4.0183,4.2456,1.294,1.4535,1.2634,1.4754,1.4059,1.5246,1.3603,1.4573,1.9498,1.0949,0.9862,0.003,0.9846,0.0033,0.9864,0.0029,0.9863,0.0029,0.9864,0.0029,21,uniform,euclidean,inverse_distance
0.9863,0.9864,0.9818,0.9836,0.9818,0.9872,0.9909,0.9818,0.9854,0.98,3.2584,3.5851,1.3626,1.29,1.3281,1.4216,1.3537,1.3004,1.3098,1.6396,1.7849,0.8272,0.9845,0.0031,0.9828,0.0035,0.9848,0.0031,0.9847,0.0031,0.9848,0.0031,26,uniform,euclidean,inverse_distance
0.99,0.9927,0.9973,0.9927,0.9945,0.9936,0.9955,0.9918,0.9945,0.9955,4.4841,4.5977,2.4,2.3602,2.3851,2.5443,2.4158,1.7535,1.5844,2.3339,2.6859,0.973,0.9938,0.002,0.9931,0.0022,0.9939,0.0019,0.9938,0.002,0.9939,0.0019,1,uniform,euclidean,shepards
0.9872,0.9891,0.9872,0.9891,0.9918,0.9872,0.9909,0.9864,0.9863,0.9837,4.2903,4.7133,2.3831,2.4154,2.2344,2.7333,2.6983,2.1874,1.8358,2.5421,2.8033,0.8893,0.9879,0.0023,0.9866,0.0025,0.9881,0.0022,0.988,0.0022,0.9881,0.0022,6,uniform,euclidean,shepards
0.9845,0.9854,0.9799,0.9836,0.9882,0.98,0.9873,0.9818,0.9854,0.9809,4.5012,4.6721,2.4288,2.1724,2.1325,2.6507,2.458,2.4739,2.5146,2.4848,2.8489,0.882,0.9837,0.0028,0.9819,0.0031,0.984,0.0027,0.9839,0.0028,0.984,0.0027,11,uniform,euclidean,shepards
0.9809,0.9782,0.979,0.9764,0.9854,0.9781,0.9782,0.9755,0.9836,0.9791,4.5692,4.0489,2.3606,2.3769,2.4587,2.5849,1.9862,2.4978,2.5224,2.5484,2.7954,0.7822,0.9794,0.0029,0.9772,0.0033,0.9799,0.0028,0.9797,0.0029,0.9799,0.0028,16,uniform,euclidean,shepards
0.9754,0.9763,0.9708,0.9636,0.9781,0.9727,0.9746,0.9727,0.9818,0.9773,4.3593,4.6945,2.4501,2.4801,2.4428,2.1712,2.569,2.4726,2.5315,2.5842,2.8755,0.8361,0.9743,0.0046,0.9715,0.0052,0.975,0.0042,0.9746,0.0047,0.975,0.0042,21,uniform,euclidean,shepards
0.9718,0.9727,0.9681,0.9609,0.9763,0.9672,0.9737,0.9691,0.9791,0.971,4.4058,4.7052,2.5181,2.4897,2.4999,2.6653,2.5663,2.5174,2.8095,2.6617,2.9839,0.7942,0.971,0.0048,0.9677,0.0054,0.972,0.0043,0.9713,0.0049,0.972,0.0043,26,uniform,euclidean,shepards
0.9918,0.9936,0.9973,0.9927,0.9973,0.9945,0.9964,0.9909,0.9954,0.9955,5.4017,5.0459,5.0595,5.0969,5.1498,5.1467,4.8612,5.1019,5.1484,5.0293,5.1041,0.1282,0.9945,0.0021,0.9939,0.0023,0.9946,0.0021,0.9946,0.0021,0.9946,0.0021,1,info_gain,cosine,majority
0.9936,0.9909,0.9954,0.9909,0.9927,0.9927,0.9964,0.9927,0.9954,0.9909,5.1402,4.9799,4.5938,4.7875,4.6916,4.8179,4.6546,4.907,4.7147,4.8841,4.8171,0.1571,0.9932,0.0019,0.9924,0.0021,0.9933,0.0019,0.9932,0.0019,0.9933,0.0019,6,info_gain,cosine,majority
0.9918,0.99,0.9927,0.9891,0.9909,0.9909,0.9946,0.99,0.9945,0.99,4.8262,4.4949,4.4732,4.5792,4.5475,4.5048,4.5262,4.6799,4.5161,4.5285,4.5677,0.102,0.9914,0.0018,0.9905,0.002,0.9916,0.0018,0.9916,0.0018,0.9916,0.0018,11,info_gain,cosine,majority
0.9909,0.9891,0.99,0.9864,0.9882,0.9891,0.9927,0.9873,0.9927,0.9882,4.9783,4.5907,4.6146,4.1675,4.4222,4.5932,4.6678,5.0047,4.6581,4.745,4.6442,0.2314,0.9894,0.002,0.9883,0.0023,0.9897,0.002,0.9896,0.002,0.9897,0.002,16,info_gain,cosine,majority
0.9891,0.9891,0.9891,0.9864,0.9872,0.9863,0.9927,0.9827,0.9909,0.9864,4.7533,4.0974,4.545,4.5426,4.6096,4.6925,4.5815,4.6653,4.5676,4.5529,4.5608,0.1684,0.988,0.0027,0.9867,0.003,0.9882,0.0026,0.9882,0.0026,0.9882,0.0026,21,info_gain,cosine,majority
0.9882,0.9882,0.9863,0.9864,0.9854,0.9863,0.9927,0.9836,0.9909,0.9837,4.9255,4.5557,4.5466,4.6231,4.8472,4.6948,4.5972,4.7199,4.8065,4.5821,4.6898,0.1257,0.9872,0.0028,0.9857,0.0031,0.9874,0.0027,0.9874,0.0027,0.9874,0.0027,26,info_gain,cosine,majority
0.9918,0.9936,0.9973,0.9927,0.9973,0.9945,0.9964,0.9909,0.9954,0.9955,4.7893,4.3519,4.2412,4.3314,3.402,3.3523,3.3217,3.4195,3.3674,3.3643,3.7941,0.5356,0.9945,0.0021,0.9939,0.0023,0.9946,0.0021,0.9946,0.0021,0.9946,0.0021,1,info_gain,cosine,inverse_distance
0.99,0.9882,0.9936,0.9891,0.9936,0.9909,0.9964,0.9918,0.9936,0.99,3.6564,3.3234,3.2381,3.2351,3.3475,3.3246,3.4039,3.3433,3.2519,3.2591,3.3383,0.1185,0.9917,0.0024,0.9908,0.0027,0.9919,0.0024,0.9918,0.0024,0.9919,0.0024,6,info_gain,cosine,inverse_distance
0.9909,0.9873,0.9918,0.9882,0.9909,0.9891,0.9927,0.9873,0.9909,0.9882,3.8538,3.4243,3.3913,3.4616,3.3296,3.3195,3.382,3.5041,3.4921,3.4238,3.4582,0.1443,0.9897,0.0019,0.9886,0.0021,0.9899,0.0018,0.9898,0.0019,0.9899,0.0018,11,info_gain,cosine,inverse_distance
0.9872,0.9882,0.99,0.9864,0.9854,0.9891,0.9927,0.9827,0.9891,0.9819,3.672,3.4079,4.5052,4.3741,3.8964,4.6989,4.6038,4.5835,4.6056,4.7161,4.3064,0.4471,0.9873,0.0031,0.9858,0.0035,0.9875,0.003,0.9874,0.0031,0.9875,0.003,16,info_gain,cosine,inverse_distance
0.9845,0.9845,0.9854,0.9845,0.9863,0.9863,0.9909,0.9818,0.9891,0.9809,4.718,4.5929,3.8216,4.4687,4.6549,4.5946,4.4022,4.019,4.4755,4.6123,4.436,0.2763,0.9854,0.0028,0.9838,0.0032,0.9857,0.0028,0.9856,0.0028,0.9857,0.0028,21,info_gain,cosine,inverse_distance
0.9854,0.9845,0.9836,0.98,0.9809,0.9854,0.9891,0.9791,0.9882,0.9791,4.8811,4.6053,4.5231,4.348,4.5846,4.0876,4.6514,4.6825,4.5738,4.7682,4.5706,0.21,0.9835,0.0035,0.9817,0.0038,0.9838,0.0034,0.9837,0.0034,0.9838,0.0034,26,info_gain,cosine,inverse_distance
0.9918,0.9936,0.9973,0.9927,0.9973,0.9945,0.9964,0.9909,0.9954,0.9955,4.7611,4.0192,4.5654,4.451,4.6503,4.5584,4.4631,3.7863,4.5184,4.4818,4.4255,0.2807,0.9945,0.0021,0.9939,0.0023,0.9946,0.0021,0.9946,0.0021,0.9946,0.0021,1,info_gain,cosine,shepards
0.9936,0.99,0.9954,0.99,0.9927,0.9927,0.9964,0.9918,0.9945,0.9909,4.7293,4.4434,4.5209,4.4521,4.4833,3.9953,4.3088,4.4726,4.5324,4.4568,4.4395,0.1781,0.9928,0.0021,0.992,0.0023,0.9929,0.0021,0.9929,0.0021,0.9929,0.0021,6,info_gain,cosine,shepards
0.9927,0.9882,0.9927,0.9891,0.9909,0.99,0.9927,0.9882,0.9927,0.9891,4.3326,4.4264,4.5207,4.5726,4.4532,4.5636,3.9753,4.572,4.5044,4.546,4.4467,0.1731,0.9906,0.0019,0.9896,0.0021,0.9908,0.0018,0.9907,0.0019,0.9908,0.0018,11,info_gain,cosine,shepards
0.9891,0.9891,0.9881,0.9873,0.9891,0.99,0.9927,0.9845,0.99,0.9855,4.7292,4.5521,3.9154,4.5472,4.606,4.6028,4.6151,3.9931,4.5494,4.5978,4.4708,0.2636,0.9885,0.0022,0.9873,0.0025,0.9888,0.0021,0.9887,0.0022,0.9888,0.0021,16,info_gain,cosine,shepards
0.9872,0.9873,0.9863,0.9873,0.9872,0.9891,0.9918,0.9836,0.9909,0.9828,4.8842,4.5418,4.5683,4.5983,4.612,4.5701,4.4363,4.1398,4.5372,4.5559,4.5444,0.1731,0.9874,0.0027,0.9859,0.003,0.9876,0.0026,0.9875,0.0026,0.9876,0.0026,21,info_gain,cosine,shepards
0.9882,0.9873,0.9818,0.9845,0.9845,0.9891,0.99,0.9818,0.99,0.9809,4.8958,4.5723,4.6721,4.5402,4.0076,4.6622,4.6153,4.5327,4.621,3.991,4.511,0.2736,0.9858,0.0034,0.9842,0.0037,0.986,0.0033,0.986,0.0033,0.986,0.0033,26,info_gain,cosine,shepards
0.9918,0.9936,0.9973,0.9927,0.9964,0.9945,0.9964,0.9909,0.9954,0.9955,7.48,4.0356,3.3075,4.1168,3.7002,4.0798,3.9581,3.6646,3.6513,3.8408,4.1835,1.1236,0.9945,0.002,0.9938,0.0022,0.9946,0.0019,0.9945,0.002,0.9946,0.0019,1,info_gain,euclidean,majority
0.9945,0.9909,0.9954,0.9909,0.9927,0.9945,0.9964,0.9909,0.9964,0.9909,6.7204,3.189,3.1642,3.3878,3.3226,3.1754,3.3687,3.4136,3.1029,3.6348,3.6479,1.035,0.9934,0.0022,0.9926,0.0025,0.9935,0.0022,0.9934,0.0022,0.9935,0.0022,6,info_gain,euclidean,majority
0.9927,0.9891,0.9927,0.9891,0.9918,0.9927,0.9946,0.9909,0.9927,0.9882,6.9788,3.2142,3.2009,3.2709,4.3425,4.1564,4.5581,4.0032,4.5433,4.7195,4.2988,1.0505,0.9914,0.002,0.9905,0.0022,0.9916,0.0019,0.9915,0.002,0.9916,0.0019,11,info_gain,euclidean,majority
0.9909,0.99,0.9881,0.9882,0.9882,0.9891,0.9927,0.9855,0.9909,0.9873,7.9653,4.3119,4.5044,4.6538,4.4805,4.3463,3.9316,4.8428,4.2979,4.6897,4.8024,1.0814,0.9891,0.002,0.9879,0.0022,0.9893,0.0019,0.9892,0.002,0.9893,0.0019,16,info_gain,euclidean,majority
0.9891,0.9873,0.9872,0.9864,0.9872,0.9845,0.9918,0.9845,0.99,0.9864,7.8059,3.8502,4.6489,4.9222,4.522,4.3586,4.5877,4.5837,4.3777,3.9333,4.759,1.0607,0.9874,0.0022,0.986,0.0024,0.9877,0.0021,0.9876,0.0022,0.9877,0.0021,21,info_gain,euclidean,majority
0.9882,0.9845,0.9854,0.9864,0.9854,0.9827,0.9909,0.9836,0.9854,0.9846,7.8495,4.4203,4.3739,4.658,4.1815,4.4847,4.5112,4.7554,4.4002,4.4682,4.8103,1.0238,0.9857,0.0022,0.9841,0.0025,0.986,0.0022,0.9859,0.0022,0.986,0.0022,26,info_gain,euclidean,majority
0.9918,0.9936,0.9973,0.9927,0.9964,0.9945,0.9964,0.9909,0.9954,0.9955,7.77,4.2526,4.1271,4.5747,4.4927,4.1727,3.9155,4.3328,4.3822,3.8502,4.587,1.0833,0.9945,0.002,0.9938,0.0022,0.9946,0.0019,0.9945,0.002,0.9946,0.0019,1,info_gain,euclidean,inverse_distance
0.9954,0.9891,0.9964,0.9927,0.9936,0.9927,0.9973,0.99,0.9954,0.9909,7.5557,4.132,3.9052,4.5556,4.6033,4.1509,4.3073,4.4596,4.04,4.1376,4.5847,1.0135,0.9934,0.0026,0.9926,0.0029,0.9935,0.0025,0.9934,0.0026,0.9935,0.0025,6,info_gain,euclidean,inverse_distance
0.9918,0.9882,0.9927,0.9891,0.9918,0.9909,0.9955,0.9891,0.9918,0.9891,7.8139,4.3543,4.3371,4.4883,4.5069,3.7424,4.4835,4.5338,4.3316,4.4851,4.7077,1.0584,0.991,0.0021,0.99,0.0023,0.9912,0.002,0.9911,0.0021,0.9912,0.002,11,info_gain,euclidean,inverse_distance
0.99,0.9891,0.9881,0.9873,0.9891,0.9909,0.9936,0.9855,0.9891,0.9855,7.8289,4.3391,4.3508,4.5087,4.558,4.2582,4.5309,4.5366,4.3603,4.5064,4.7778,1.0218,0.9888,0.0023,0.9876,0.0026,0.989,0.0023,0.9889,0.0023,0.989,0.0023,16,info_gain,euclidean,inverse_distance
0.9872,0.9873,0.9836,0.9845,0.9845,0.9872,0.9918,0.9836,0.9872,0.9855,7.856,3.732,4.4324,4.543,4.5655,4.3858,4.5945,4.4669,4.402,4.5568,4.7535,1.061,0.9863,0.0024,0.9847,0.0026,0.9865,0.0023,0.9864,0.0023,0.9865,0.0023,21,info_gain,euclidean,inverse_distance
0.9872,0.9873,0.9836,0.9827,0.9827,0.9872,0.9918,0.9818,0.9872,0.9809,7.8776,3.9792,4.2614,4.2984,3.4328,3.8051,4.6066,4.6131,4.3947,4.5735,4.5842,1.1562,0.9853,0.0032,0.9836,0.0036,0.9856,0.0032,0.9854,0.0032,0.9856,0.0032,26,info_gain,euclidean,inverse_distance
0.9918,0.9936,0.9973,0.9927,0.9964,0.9945,0.9964,0.9909,0.9954,0.9955,7.7314,4.3823,4.3236,4.2834,4.1767,4.1393,4.4893,4.4463,4.3529,4.429,4.6754,1.0242,0.9945,0.002,0.9938,0.0022,0.9946,0.0019,0.9945,0.002,0.9946,0.0019,1,info_gain,euclidean,shepards
0.9882,0.9854,0.9909,0.99,0.9927,0.9882,0.9936,0.9891,0.9909,0.9891,7.7332,4.3214,4.326,4.4594,4.5135,4.3161,4.5206,4.5004,4.2946,4.4883,4.7473,0.9991,0.9898,0.0023,0.9887,0.0025,0.99,0.0022,0.9899,0.0022,0.99,0.0022,6,info_gain,euclidean,shepards
0.9891,0.9845,0.9881,0.9873,0.9909,0.99,0.9882,0.9855,0.9872,0.9837,7.8034,4.3251,4.3457,4.5037,4.5271,4.3262,4.5081,4.5073,4.3328,4.5101,4.769,1.015,0.9874,0.0022,0.9861,0.0025,0.9877,0.0021,0.9876,0.0022,0.9877,0.0021,11,info_gain,euclidean,shepards
0.9845,0.9809,0.9818,0.9836,0.9863,0.9845,0.9837,0.9782,0.9854,0.9809,7.8026,4.0604,4.3547,3.9413,4.5106,3.8287,4.52,3.9876,3.2402,3.4592,4.3705,1.2104,0.983,0.0024,0.9811,0.0026,0.9833,0.0023,0.9832,0.0023,0.9833,0.0023,16,info_gain,euclidean,shepards
0.9818,0.9773,0.9781,0.9736,0.9818,0.98,0.9809,0.9764,0.9845,0.98,6.7836,3.2184,3.1571,3.3331,3.3495,3.2075,3.4527,3.3312,3.1721,3.2967,3.6302,1.0548,0.9794,0.003,0.9772,0.0033,0.9799,0.0027,0.9797,0.0031,0.9799,0.0027,21,info_gain,euclidean,shepards
0.9736,0.9773,0.9763,0.9664,0.98,0.9763,0.9782,0.9727,0.9836,0.9746,6.9341,3.4996,3.749,3.4152,3.584,3.355,3.4093,3.4295,3.2669,3.5398,3.8183,1.0463,0.9759,0.0044,0.9732,0.0049,0.9765,0.004,0.9761,0.0045,0.9765,0.004,26,info_gain,euclidean,shepards
