acc_fold_0,acc_fold_1,acc_fold_2,acc_fold_3,acc_fold_4,acc_fold_5,acc_fold_6,acc_fold_7,acc_fold_8,acc_fold_9,time_fold_0,time_fold_1,time_fold_2,time_fold_3,time_fold_4,time_fold_5,time_fold_6,time_fold_7,time_fold_8,time_fold_9,mean_exec_time,sd_exec_time,mean_accuracie,sd_accuracie,mean_kappa,sd_kappa,mean_balanced_accuracie,sd_balanced_accuracie,mean_macro_precision,sd_macro_precision,mean_macro_recall,sd_macro_recall,n_neighbors,weights,metric,voting
0.9818,0.9836,0.9745,0.9709,0.9791,0.9791,0.9873,0.9773,0.9827,0.9782,9.7808,9.3697,9.3964,9.446,9.4147,9.4807,10.2373,9.4574,9.4098,10.0295,9.6022,0.2909,0.9794,0.0045,0.9771,0.005,0.98,0.0041,0.9796,0.0045,0.98,0.0041,26,info_gain,minkowski_p_3,shepards
0.9809,0.9836,0.9736,0.9718,0.9791,0.9809,0.9891,0.9809,0.9827,0.9773,9.38,9.4294,9.3873,9.3918,9.4232,9.5112,9.4281,9.3962,9.4235,9.6627,9.4433,0.0812,0.98,0.0047,0.9778,0.0052,0.9806,0.0043,0.9801,0.0047,0.9806,0.0043,26,info_gain,minkowski_p_4,shepards
0.9927,0.9918,0.9982,0.9927,0.9945,0.9945,0.9964,0.9936,0.9954,0.9936,108.7066,108.6874,108.6958,108.6826,108.6741,108.6608,108.745,108.7892,109.069,108.8461,108.7557,0.118,0.9944,0.0018,0.9937,0.002,0.9945,0.0018,0.9943,0.0018,0.9945,0.0018,1,relief,minkowski_p_1,majority
0.9909,0.9945,0.9954,0.9909,0.9945,0.9936,0.9955,0.9909,0.9945,0.9936,115.0237,114.9437,114.9802,115.2113,115.0984,114.9883,114.8416,114.7953,114.7914,114.8792,114.9553,0.128,0.9934,0.0018,0.9927,0.002,0.9935,0.0017,0.9935,0.0017,0.9935,0.0017,1,relief,minkowski_p_3,majority
0.9909,0.9945,0.9954,0.9909,0.9945,0.9927,0.9946,0.99,0.9927,0.9936,114.8484,115.2834,115.3876,114.8664,114.8894,114.7673,114.9378,114.9856,115.1955,115.0236,115.0185,0.1942,0.993,0.0018,0.9922,0.002,0.9931,0.0017,0.993,0.0017,0.9931,0.0017,1,relief,minkowski_p_4,majority
0.9918,0.99,0.9927,0.99,0.9891,0.9936,0.9946,0.9891,0.9927,0.9891,108.6609,108.79,108.6738,108.7239,108.7936,108.6469,108.7415,108.8199,108.7272,108.7229,108.7301,0.0555,0.9913,0.002,0.9903,0.0022,0.9915,0.0018,0.9913,0.002,0.9915,0.0018,6,relief,minkowski_p_1,majority
0.9945,0.9918,0.99,0.9909,0.99,0.9927,0.9946,0.9918,0.9918,0.9864,114.9355,114.8398,114.9886,115.0387,115.1478,114.9533,114.9195,114.9054,114.9175,114.7684,114.9415,0.0985,0.9914,0.0023,0.9905,0.0025,0.9916,0.0022,0.9915,0.0022,0.9916,0.0022,6,relief,minkowski_p_3,majority
0.9936,0.9918,0.9918,0.9882,0.9882,0.9936,0.9909,0.9891,0.9927,0.9855,114.8469,115.0334,115.3075,114.9469,114.8422,114.797,114.8318,114.8782,115.1421,114.8079,114.9434,0.1601,0.9905,0.0026,0.9895,0.0029,0.9907,0.0025,0.9906,0.0025,0.9907,0.0025,6,relief,minkowski_p_4,majority
0.99,0.9873,0.9891,0.9864,0.9882,0.99,0.9955,0.9882,0.9909,0.9873,108.6058,108.5575,108.5497,108.5497,108.5629,108.6071,108.5613,108.6549,108.6739,108.5741,108.5897,0.0423,0.9893,0.0025,0.9881,0.0027,0.9895,0.0024,0.9893,0.0024,0.9895,0.0024,11,relief,minkowski_p_1,majority
0.9936,0.9918,0.99,0.9855,0.9854,0.99,0.9918,0.9909,0.9872,0.9855,114.9232,114.8257,114.8094,115.0256,114.9559,114.8034,114.7488,114.8043,114.7766,114.7047,114.8378,0.0944,0.9892,0.0029,0.988,0.0032,0.9893,0.0029,0.9892,0.0029,0.9893,0.0029,11,relief,minkowski_p_3,majority
0.9927,0.9918,0.99,0.9855,0.9854,0.9891,0.9927,0.9891,0.9882,0.9846,114.8431,115.0207,115.2057,114.9094,114.7731,114.7006,114.8244,114.854,114.9563,114.7752,114.8862,0.1385,0.9889,0.0029,0.9877,0.0032,0.9891,0.0028,0.989,0.0029,0.9891,0.0028,11,relief,minkowski_p_4,majority
0.9854,0.9854,0.9872,0.9864,0.9872,0.9882,0.9936,0.9855,0.9891,0.9864,108.7268,108.6262,108.7331,108.6207,108.6698,108.7046,108.7198,108.7171,108.7393,108.6211,108.6879,0.0463,0.9874,0.0024,0.986,0.0026,0.9877,0.0023,0.9875,0.0023,0.9877,0.0023,16,relief,minkowski_p_1,majority
0.9918,0.9891,0.9827,0.9818,0.9845,0.9882,0.9918,0.9818,0.9863,0.9846,114.9663,114.951,114.9692,115.1094,115.0616,114.9117,114.8344,114.9019,114.7411,114.7393,114.9186,0.1157,0.9863,0.0036,0.9847,0.004,0.9865,0.0036,0.9864,0.0036,0.9865,0.0036,16,relief,minkowski_p_3,majority
0.9918,0.99,0.9863,0.9809,0.9836,0.9863,0.9918,0.9809,0.9863,0.9837,114.8477,115.1184,115.3261,114.9066,114.8217,114.7285,114.8342,114.9894,114.9773,114.7556,114.9306,0.1725,0.9862,0.0038,0.9846,0.0043,0.9864,0.0037,0.9863,0.0038,0.9864,0.0037,16,relief,minkowski_p_4,majority
0.9854,0.9845,0.9827,0.9855,0.9845,0.9827,0.9927,0.9809,0.9882,0.9828,108.5707,108.58,108.5782,108.5779,108.62,108.8225,108.7819,108.8464,108.7355,108.6215,108.6735,0.1052,0.985,0.0032,0.9833,0.0036,0.9853,0.0031,0.9851,0.0032,0.9853,0.0031,21,relief,minkowski_p_1,majority
0.9872,0.9864,0.9845,0.9818,0.9836,0.9872,0.9918,0.9827,0.9854,0.9809,114.9734,114.8805,114.8213,114.9363,114.9526,114.7953,114.7644,114.8552,114.7813,114.759,114.8519,0.0763,0.9852,0.003,0.9835,0.0034,0.9855,0.003,0.9853,0.003,0.9855,0.003,21,relief,minkowski_p_3,majority
0.9872,0.9882,0.9836,0.98,0.9827,0.9845,0.9918,0.9818,0.9845,0.9809,114.8758,115.0906,115.2167,114.8682,114.7885,114.7149,114.8395,114.7792,114.9206,114.7652,114.8859,0.1483,0.9845,0.0034,0.9828,0.0038,0.9848,0.0034,0.9847,0.0034,0.9848,0.0034,21,relief,minkowski_p_4,majority
0.9854,0.9836,0.9827,0.9836,0.9809,0.9836,0.9909,0.9791,0.9863,0.9819,108.7219,108.7142,108.59,108.7894,108.7335,108.6698,108.7539,108.7169,108.787,108.6481,108.7125,0.0589,0.9838,0.0031,0.982,0.0034,0.9842,0.003,0.984,0.0031,0.9842,0.003,26,relief,minkowski_p_1,majority
0.9863,0.9818,0.9845,0.9809,0.9818,0.9854,0.99,0.9782,0.9845,0.98,114.9852,114.8646,114.8661,114.9872,115.042,114.9198,115.19,114.8707,114.8752,114.7771,114.9378,0.1115,0.9834,0.0033,0.9815,0.0037,0.9838,0.0032,0.9835,0.0033,0.9838,0.0032,26,relief,minkowski_p_3,majority
0.9845,0.9827,0.9799,0.9773,0.9827,0.9845,0.99,0.98,0.9809,0.98,114.8258,115.1389,115.3257,114.9439,115.0484,114.7856,114.8599,114.8615,114.9992,114.7377,114.9526,0.171,0.9823,0.0034,0.9803,0.0037,0.9827,0.0034,0.9824,0.0034,0.9827,0.0034,26,relief,minkowski_p_4,majority
0.9927,0.9918,0.9982,0.9927,0.9945,0.9945,0.9964,0.9936,0.9954,0.9936,108.5652,108.5494,108.5738,108.6434,108.5755,108.5592,108.6038,108.5874,108.6854,108.6019,108.5945,0.0397,0.9944,0.0018,0.9937,0.002,0.9945,0.0018,0.9943,0.0018,0.9945,0.0018,1,relief,minkowski_p_1,inverse_distance
0.9909,0.9945,0.9954,0.9909,0.9945,0.9936,0.9955,0.9909,0.9945,0.9936,114.8818,114.8074,114.793,115.0111,115.1099,114.8139,114.7643,114.7685,114.7597,114.7315,114.8441,0.1169,0.9934,0.0018,0.9927,0.002,0.9935,0.0017,0.9935,0.0017,0.9935,0.0017,1,relief,minkowski_p_3,inverse_distance
0.9909,0.9945,0.9954,0.9909,0.9945,0.9927,0.9946,0.99,0.9927,0.9936,114.7371,115.0298,115.2046,114.7991,114.7645,114.6523,114.7689,114.7555,115.1642,114.7014,114.8578,0.1885,0.993,0.0018,0.9922,0.002,0.9931,0.0017,0.993,0.0017,0.9931,0.0017,1,relief,minkowski_p_4,inverse_distance
0.9909,0.9882,0.9936,0.99,0.9936,0.9909,0.9955,0.99,0.9918,0.9891,108.6242,108.5621,108.5436,108.5827,108.5852,108.5495,108.5687,108.6136,108.684,108.6096,108.5923,0.04,0.9914,0.0022,0.9904,0.0024,0.9915,0.0021,0.9914,0.0021,0.9915,0.0021,6,relief,minkowski_p_1,inverse_distance
0.9945,0.9909,0.99,0.99,0.9909,0.9918,0.9946,0.9918,0.9909,0.9864,114.9074,114.851,114.8071,114.9326,114.9899,114.94,114.9114,114.7914,114.7632,114.7328,114.8627,0.0815,0.9912,0.0022,0.9902,0.0025,0.9913,0.0022,0.9912,0.0022,0.9913,0.0022,6,relief,minkowski_p_3,inverse_distance
0.9936,0.9918,0.9909,0.99,0.99,0.9909,0.9927,0.99,0.9909,0.9846,114.7661,115.0185,115.195,114.825,114.7734,114.6895,114.7589,114.7173,114.9404,114.7134,114.8398,0.1544,0.9905,0.0023,0.9895,0.0026,0.9907,0.0022,0.9906,0.0023,0.9907,0.0022,6,relief,minkowski_p_4,inverse_distance
0.9936,0.9882,0.99,0.9855,0.9882,0.9909,0.9946,0.9873,0.99,0.9864,108.5722,108.6215,108.606,108.5886,108.5929,108.7126,108.7997,108.6386,108.7099,108.6557,108.6498,0.0678,0.9894,0.0028,0.9883,0.0031,0.9897,0.0027,0.9895,0.0028,0.9897,0.0027,11,relief,minkowski_p_1,inverse_distance
0.9909,0.9909,0.9909,0.9845,0.9863,0.9909,0.9936,0.99,0.9872,0.9846,114.9305,114.8145,114.8321,114.9767,114.8815,114.8268,114.7578,114.7668,114.7612,114.7415,114.8289,0.075,0.989,0.0029,0.9878,0.0033,0.9892,0.0029,0.989,0.0029,0.9892,0.0029,11,relief,minkowski_p_3,inverse_distance
0.9909,0.9909,0.99,0.9855,0.9845,0.9891,0.9927,0.9882,0.9872,0.9846,114.8498,115.1038,115.2128,114.8245,114.777,114.6996,114.8035,114.7652,114.9444,114.7216,114.8702,0.1598,0.9884,0.0027,0.9871,0.003,0.9886,0.0026,0.9884,0.0027,0.9886,0.0026,11,relief,minkowski_p_4,inverse_distance
0.9891,0.9864,0.9854,0.9873,0.9863,0.9891,0.9918,0.9873,0.9918,0.9846,108.6333,108.7594,108.6809,108.6573,108.5946,108.584,108.6219,108.6127,108.6833,108.6087,108.6436,0.0503,0.9879,0.0024,0.9866,0.0026,0.9882,0.0023,0.988,0.0023,0.9882,0.0023,16,relief,minkowski_p_1,inverse_distance
0.99,0.99,0.9836,0.9827,0.9836,0.99,0.9936,0.9845,0.9863,0.9846,114.9337,114.8352,114.8291,114.9544,114.9737,114.8203,114.7667,114.7802,114.7691,114.7567,114.8419,0.0782,0.9869,0.0035,0.9854,0.0039,0.9871,0.0034,0.987,0.0035,0.9871,0.0034,16,relief,minkowski_p_3,inverse_distance
0.99,0.99,0.9854,0.9827,0.9836,0.99,0.9918,0.9845,0.9854,0.9837,114.7726,115.048,115.2015,114.8342,114.7793,114.7206,114.7904,114.7312,114.9711,114.7289,114.8578,0.154,0.9867,0.0032,0.9852,0.0035,0.987,0.0031,0.9868,0.0032,0.987,0.0031,16,relief,minkowski_p_4,inverse_distance
0.9872,0.9836,0.9845,0.9836,0.9836,0.9845,0.9891,0.9836,0.9891,0.98,108.6241,108.6081,108.6044,108.6127,108.5943,108.6027,108.5892,108.6192,108.6948,108.6122,108.6162,0.0281,0.9849,0.0027,0.9832,0.003,0.9852,0.0025,0.9851,0.0026,0.9852,0.0025,21,relief,minkowski_p_1,inverse_distance
0.9872,0.9882,0.9818,0.98,0.9836,0.9882,0.9918,0.9818,0.9854,0.9828,114.9377,114.8869,114.852,114.885,114.9667,114.8183,114.7774,114.8079,114.8071,114.7915,114.853,0.0609,0.9851,0.0035,0.9834,0.0039,0.9854,0.0035,0.9852,0.0035,0.9854,0.0035,21,relief,minkowski_p_3,inverse_distance
0.9872,0.9882,0.9836,0.9809,0.9836,0.9891,0.9909,0.9809,0.9836,0.9819,114.823,115.1104,115.2811,114.8675,114.7893,114.6971,114.7946,114.7837,114.9528,114.7889,114.8888,0.1698,0.985,0.0034,0.9833,0.0038,0.9853,0.0033,0.9852,0.0034,0.9853,0.0033,21,relief,minkowski_p_4,inverse_distance
0.9845,0.9845,0.9836,0.9827,0.9781,0.9836,0.9882,0.9818,0.9863,0.9791,108.6361,108.6244,108.6059,108.6434,108.7011,108.7026,108.7349,108.6888,108.7741,108.6424,108.6754,0.0509,0.9833,0.0029,0.9814,0.0032,0.9836,0.0027,0.9834,0.0029,0.9836,0.0027,26,relief,minkowski_p_1,inverse_distance
0.9845,0.9854,0.9818,0.98,0.9818,0.9872,0.9909,0.9809,0.9845,0.9791,114.9371,114.8487,114.8646,114.9705,115.0283,114.9128,114.8146,114.822,114.7881,114.7791,114.8766,0.0787,0.9836,0.0034,0.9818,0.0038,0.984,0.0034,0.9838,0.0034,0.984,0.0034,26,relief,minkowski_p_3,inverse_distance
0.9854,0.9845,0.9818,0.9791,0.9809,0.9845,0.99,0.9809,0.9818,0.9782,114.8079,115.0736,115.2317,114.8704,114.8699,114.7454,114.8476,114.8424,114.9734,114.7563,114.9019,0.1437,0.9827,0.0033,0.9808,0.0037,0.9831,0.0032,0.9829,0.0033,0.9831,0.0032,26,relief,minkowski_p_4,inverse_distance
0.1503,0.1419,0.144,0.1282,0.1384,0.1521,0.1479,0.1318,0.1211,0.1334,275.0862,266.067,249.8411,252.2236,253.0049,247.6375,251.6362,275.3814,263.5341,261.9663,259.6378,9.7541,0.1389,0.0097,0.0394,0.0108,0.8858,0.0216,0.1544,0.0214,0.8858,0.0216,1,relief,minkowski_p_1,shepards
0.9909,0.9945,0.9954,0.9909,0.9945,0.9936,0.9955,0.9909,0.9945,0.9936,114.901,114.8406,114.9922,115.0447,114.9971,114.7986,114.8404,114.8448,114.81,114.7963,114.8866,0.0874,0.9934,0.0018,0.9927,0.002,0.9935,0.0017,0.9935,0.0017,0.9935,0.0017,1,relief,minkowski_p_3,shepards
0.9909,0.9945,0.9954,0.9909,0.9945,0.9927,0.9946,0.99,0.9927,0.9936,114.8545,115.0934,115.2905,114.8423,114.7188,114.7456,114.7717,114.6947,114.9014,114.6901,114.8603,0.1841,0.993,0.0018,0.9922,0.002,0.9931,0.0017,0.993,0.0017,0.9931,0.0017,1,relief,minkowski_p_4,shepards
0.1503,0.1429,0.1431,0.1282,0.1384,0.1521,0.1479,0.1318,0.1211,0.1334,277.2642,265.7887,278.669,280.314,259.3037,260.0955,352.0319,442.6594,478.231,474.9351,336.9293,88.0729,0.1389,0.0096,0.0394,0.0108,0.8643,0.0285,0.1543,0.0214,0.8643,0.0285,6,relief,minkowski_p_1,shepards
0.9845,0.9873,0.9836,0.9845,0.9891,0.9872,0.9828,0.9836,0.9854,0.9809,116.2053,116.0961,116.1039,116.1979,116.1885,116.0847,116.0575,115.9797,116.018,115.9682,116.09,0.0825,0.9849,0.0023,0.9832,0.0025,0.9852,0.0023,0.985,0.0022,0.9852,0.0023,6,relief,minkowski_p_3,shepards
0.9845,0.9891,0.9845,0.9845,0.9909,0.9863,0.9864,0.9827,0.9872,0.9828,116.0243,116.317,115.8468,116.0979,116.0201,115.9742,116.0061,116.0067,116.112,115.7872,116.0192,0.1376,0.9859,0.0025,0.9843,0.0028,0.9862,0.0024,0.986,0.0024,0.9862,0.0024,6,relief,minkowski_p_4,shepards
